input_title,input_year,found_in_tmdb,tmdb_id,title,release_date,runtime,genres,directors,cast,keywords,production_companies,original_language,budget,revenue
The Beekeeper,2024.0,True,866398.0,The Beekeeper,2024-01-08,105.0,Action; Crime; Thriller,David Ayer,Jason Statham; Emmy Raver-Lampman; Bobby Naderi; Josh Hutcherson; Jeremy Irons; David Witts; Michael Epp; Taylor James; Phylicia Rashād; Jemma Redgrave,usa president; frantic; secret government agency; fbi agent; beekeepers; scammer; scam call center; retired assassin; amused; cliché; vibrant,Miramax; Cedar Park Entertainment; Punch Palace Productions,en,35000000.0,152720535.0
The Bee Gees: How Can You Mend a Broken Heart,Unknown,True,730009.0,The Bee Gees: How Can You Mend a Broken Heart,2020-10-08,111.0,Music; Documentary,Frank Marshall,Barry Gibb; Andy Gibb; Maurice Gibb; Robin Gibb; Lulu; Noel Gallagher; Chris Martin; Mark Ronson; Nick Jonas; Eric Clapton,biography; rock band,White Horse Pictures; Diamond Docs; The Kennedy/Marshall Company,en,0.0,0.0
The Benchwarmers,Unknown,True,9957.0,The Benchwarmers,2006-04-07,85.0,Comedy,Dennis Dugan,Rob Schneider; David Spade; Jon Heder; Molly Sims; Jon Lovitz; Amaury Nolasco; Tim Meadows; Nick Swardson; Erinn Bartlett; Craig Kilborn,sports; baseball; pizza; paperboy; homerun; video store,Revolution Studios; Happy Madison Productions,en,33000000.0,65000000.0
The Belko Experiment,Unknown,True,341006.0,The Belko Experiment,2016-03-17,89.0,Horror; Thriller,Greg McLean,John Gallagher Jr.; Tony Goldwyn; Adria Arjona; John C. McGinley; Melonie Díaz; Michael Rooker; Josh Brener; Owain Yeoman; Sean Gunn; Brent Sexton,experiment; office; dark comedy; murder; american; security guard; locked in; elevator; deadly game,The Safran Company; Troll Court Entertainment; BH Tilt; Orion Pictures,en,5000000.0,10166820.0
The Best Exotic Marigold Hotel,Unknown,True,74534.0,The Best Exotic Marigold Hotel,2012-02-23,124.0,Drama; Comedy,John Madden,Bill Nighy; Maggie Smith; Tom Wilkinson; Judi Dench; Dev Patel; Penelope Wilton; Celia Imrie; Ronald Pickup; Tina Desai; Lillete Dubey,"hotel; operation; based on novel or book; holiday; married couple; asia; affectation; melancholy; racist; india; elderly; jaipur, india; personal growth; outsourcing; lyrical; relaxed; sentimental; hilarious; romantic; whimsical; admiring; adoring; appreciative; approving; celebratory; comforting; defiant; enchant; exuberant; familiar; melodramatic; sympathetic; vibrant",Participant; Image Nation Abu Dhabi; Blueprint Pictures,en,10000000.0,150501815.0
The Beyond,Unknown,True,449575.0,The Beyond,2018-01-09,92.0,Science Fiction,Hasraf Dulull,David Bailie; Jane Perry; Kosha Engler; Brian Deacon; Noeleen Comiskey; Amy Argyle; Melissa Graham; Bruce Chong; Nigel Barber; Tom Christian,mockumentary; space station; alien friendship,Ground Control Entertainment; Sector 99,en,0.0,0.0
The Big Boss,Unknown,True,12481.0,The Big Boss,1971-10-23,99.0,Action,Lo Wei,Bruce Lee; Maria Yi; James Tien Chun; Marilyn Bautista; Han Ying-Chieh; Tony Liu; Li Kun; Nora Miao; Kam Shan; Chan Chue,factory worker; factory; mother; martial arts; kung fu; prostitute; smuggling (contraband); boss; promise; drugs; east asian lead; family; management,Orange Sky Golden Harvest,zh,100000.0,0.0
The Beast,2023.0,True,667538.0,Transformers: Rise of the Beasts,2023-06-06,127.0,Science Fiction; Adventure; Action,Steven Caple Jr.,Anthony Ramos; Dominique Fishback; Peter Cullen; Ron Perlman; Peter Dinklage; Michelle Yeoh; Pete Davidson; Liza Koshy; Cristo Fernández; Luna Lauren Velez,peru; alien; end of the world; based on toy; robot; duringcreditsstinger; 1990s; brother brother relationship,Skydance Media; Paramount Pictures; di Bonaventura Pictures; Bay Films; New Republic Pictures; DeSanto/Murphy Productions; Hasbro,en,195000000.0,441381193.0
The Beach Bum,Unknown,True,441384.0,The Beach Bum,2019-03-21,95.0,Comedy,Harmony Korine,Matthew McConaughey; Snoop Dogg; Isla Fisher; Jimmy Buffett; Zac Efron; Martin Lawrence; Stefania LaVie Owen; Jonah Hill; Donovan St V. Williams; David Bennett,"florida; beach; miami, florida; poet; free spirit; wedding; writer; car accident; alcoholic; stoner; open marriage; key west; father daughter relationship; inspirational; stoner comedy; drug rehabilitation center",Riverstone Pictures; Vice Studios; SPK Pictures; RocketScience; Iconoclast; Anonymous Content; Le Grisbi Productions,en,5000000.0,4554416.0
The Beguiled,2017.0,True,399019.0,The Beguiled,2017-06-23,93.0,Drama,Sofia Coppola,Colin Farrell; Nicole Kidman; Kirsten Dunst; Elle Fanning; Oona Laurence; Angourie Rice; Addison Riecke; Emma Howard; Wayne Pére; Matt Story,based on novel or book; remake; sexual tension; period drama; union soldier; virginia; american civil war; woman director; confederacy; 19th century; girls' school,American Zoetrope,en,10500000.0,27869129.0
The Beguiled,Unknown,True,399019.0,The Beguiled,2017-06-23,93.0,Drama,Sofia Coppola,Colin Farrell; Nicole Kidman; Kirsten Dunst; Elle Fanning; Oona Laurence; Angourie Rice; Addison Riecke; Emma Howard; Wayne Pére; Matt Story,based on novel or book; remake; sexual tension; period drama; union soldier; virginia; american civil war; woman director; confederacy; 19th century; girls' school,American Zoetrope,en,10500000.0,27869129.0
The Best Years of Our Lives,Unknown,True,887.0,The Best Years of Our Lives,1946-12-25,171.0,Drama; Romance; War,William Wyler,Dana Andrews; Fredric March; Harold Russell; Teresa Wright; Myrna Loy; Cathy O'Donnell; Virginia Mayo; Hoagy Carmichael; Gladys George; Roman Bohnen,post-traumatic stress disorder (ptsd); war veteran; world war ii; bodily disabled person; rehabilitation; black and white; romantic,The Samuel Goldwyn Company,en,2100000.0,23650000.0
The Big Gundown,Unknown,True,16662.0,The Big Gundown,1967-03-03,111.0,Western,Sergio Sollima,Lee Van Cleef; Tomas Milian; Walter Barnes; Gérard Herter; Manolita Barroso; Fernando Sancho; Nieves Navarro; Benito Stefanelli; Frank Braña; Antonio Casas,maverick; mormon; spaghetti western; waterhole,Tuillo DeMichelli; PEA,it,0.0,0.0
The Big Lebowski,Unknown,True,115.0,The Big Lebowski,1998-03-06,117.0,Comedy; Crime,Joel Coen,Jeff Bridges; John Goodman; Julianne Moore; Steve Buscemi; David Huddleston; Philip Seymour Hoffman; Tara Reid; Philip Moon; Mark Pellegrino; Peter Stormare,"vietnam veteran; white russian; bowling; carpet; nihilism; heart attack; kidnapping; lsd; marijuana; los angeles, california; millionaire; cowboy; ashes; impregnation; bowling team; unemployed; bowling ball; neo-noir; weeds",PolyGram Filmed Entertainment; Working Title Films,en,15000000.0,47010480.0
The Big Sick,Unknown,True,416477.0,The Big Sick,2017-03-30,120.0,Comedy; Drama; Romance,Michael Showalter,Kumail Nanjiani; Zoe Kazan; Holly Hunter; Ray Romano; Anupam Kher; Zenobia Shroff; Adeel Akhtar; Bo Burnham; Aidy Bryant; Kurt Braunohler,"chicago, illinois; new york city; immigrant; muslim; roommates; sadness; sarcasm; comedian; based on true story; one-man show; pakistan; family relationships; film in film; matchmaking; cultural difference; hospital; falling in love; family; illness; group of friends; intercultural relationship; aftercreditsstinger; college student; uber; traditional family; comedy club; stand-up comedian; grad school",FilmNation Entertainment; Apatow Productions; Story Ink,en,5000000.0,56303596.0
The Big Chill,Unknown,True,12560.0,The Big Chill,1983-09-30,105.0,Comedy; Drama,Lawrence Kasdan,Tom Berenger; Glenn Close; Jeff Goldblum; William Hurt; Kevin Kline; Mary Kay Place; Meg Tilly; JoBeth Williams; Don Galloway; James Gillis,friendship; suicide; regret; funeral; gathering; bat; nostalgia; south carolina; morning; reunion; marijuana; group of friends; old friends; remembrance; enduring friendship; lifelong friendship; old school friend,Columbia Pictures,en,8000000.0,56342711.0
The Big Sleep,Unknown,True,910.0,The Big Sleep,1946-08-23,114.0,Mystery; Crime; Thriller,Howard Hawks,Humphrey Bogart; Lauren Bacall; John Ridgely; Martha Vickers; Louis Jean Heydt; Charles Waldron; Regis Toomey; Sonia Darrin; Elisha Cook Jr.; Bob Steele,"based on novel or book; gambling; poison; blackmail; detective; drug addiction; sister; film noir; murder; private investigator; whodunit; los angeles, california; private detective; book store; missing person; prank telephone call; wealthy family",Warner Bros. Pictures,en,250000.0,10682000.0
The Big Heat,Unknown,True,14580.0,The Big Heat,1953-10-14,89.0,Crime; Thriller,Fritz Lang,Glenn Ford; Gloria Grahame; Lee Marvin; Jeanette Nolan; Alexander Scourby; Jocelyn Brando; Peter Whitney; Willis Bouchey; Robert Burton; Adam Williams,suicide; police; gangster; homicide; car bomb; cop; revenge; film noir; death; wrecking yard; patrol car; crime syndicate; mob,Columbia Pictures,en,0.0,0.0
The Big Red One,Unknown,True,16121.0,The Big Red One,1980-01-22,113.0,Drama; War,Samuel Fuller,Lee Marvin; Mark Hamill; Robert Carradine; Bobby Di Cicco; Kelly Ward; Stéphane Audran; Siegfried Rauch; Serge Marquand; Charles Macaulay; Alain Doutey,"sicily, italy; africa; concentration camp; world war ii; omaha beach; infantry; us army; d-day; sergeant; hospital; anti war",Lorimar Productions; United Artists,en,4500000.0,7206220.0
The Bikeriders,Unknown,True,1008409.0,The Bikeriders,2024-06-19,116.0,Crime; Drama,Jeff Nichols,Austin Butler; Jodie Comer; Tom Hardy; Michael Shannon; Mike Faist; Boyd Holbrook; Damon Herriman; Beau Knapp; Emory Cohen; Karl Glusman,"chicago, illinois; based on novel or book; photographer; 1970s; interview; biker; outlaw; murder; arson; gang; motorcycle; motorcycle gang; criminal; period drama; gang violence; masculinity; motorcycle chase; 1960s; american midwest; motorcycle accident",Tri-State Pictures; New Regency Pictures; Regency Enterprises,en,40000000.0,36110860.0
The Big Short,Unknown,True,318846.0,The Big Short,2015-12-11,131.0,Comedy; Drama,Adam McKay,Steve Carell; Christian Bale; Ryan Gosling; Brad Pitt; Marisa Tomei; Melissa Leo; Hamish Linklater; John Magaro; Rafe Spall; Jeremy Strong,based on novel or book; bank; fraud; wall street; biography; based on true story; finances; animated scene; historical fiction; loan; cynical; financial crisis; real estate; mortgage; factual; complicated,Paramount Pictures; Regency Enterprises; Plan B Entertainment,en,28000000.0,133346506.0
The Birdcage,Unknown,True,11000.0,The Birdcage,1996-03-08,119.0,Comedy,Mike Nichols,Robin Williams; Gene Hackman; Nathan Lane; Dianne Wiest; Dan Futterman; Calista Flockhart; Hank Azaria; Christine Baranski; Tom McGowan; Grant Heslov,coming out; florida; homophobia; drag queen; nightclub; senator; politician; based on play or musical; remake; conservative; cross dressing; gay parent; lgbt; political conflict; south beach; playing straight; drag club,United Artists,en,31000000.0,185300000.0
The Big Year,Unknown,True,73937.0,The Big Year,2011-10-13,102.0,Comedy,David Frankel,Steve Martin; Jack Black; Owen Wilson; Brian Dennehy; Anjelica Huston; Rashida Jones; Rosamund Pike; Dianne Wiest; JoBeth Williams; Anthony Anderson,helicopter; airplane; based on novel or book; honeymoon; ornithology; birding; birdwatching; duringcreditsstinger,Ingenious Media; Fox 2000 Pictures; Deuce Three Productions; Sunswept Entertainment; Dune Entertainment; 20th Century Fox; Red Hour,en,41000000.0,8200000.0
The Birds,Unknown,True,571.0,The Birds,1963-03-28,120.0,Horror; Thriller,Alfred Hitchcock,Tippi Hedren; Rod Taylor; Jessica Tandy; Suzanne Pleshette; Veronica Cartwright; Ethel Griffies; Charles McGraw; Ruth McDevitt; Lonny Chapman; Joe Mantell,pet shop; seclusion; playground; fireplace; seagull; bird attack; socialite; based on short story; practical joke; schoolteacher; lovebird; shopkeeper; unsolved mystery; schoolhouse; frightened,Alfred J. Hitchcock Productions,en,2500000.0,11500000.0
The Big Shave,Unknown,True,48714.0,The Big Shave,1967-12-29,6.0,Horror,Martin Scorsese,Peter Bernuth,vietnam war; bathroom; man; self mutilation; razor blade; shave; horror parody; short film; independent film; body horror; blood; counterculture; intimate; anti-war; tense,Tisch School of the Arts (NYU),en,0.0,0.0
The Birth of a Nation,2016.0,True,339408.0,The Birth of a Nation,2016-09-09,120.0,Drama,Nate Parker,Nate Parker; Armie Hammer; Aja Naomi King; Jackie Earle Haley; Penelope Ann Miller; Gabrielle Union; Mark Boone Junior; Aunjanue Ellis-Taylor; Dwight Henry; Esther Scott,southern usa; slavery; biography; based on true story; preacher; virginia; 19th century,Tiny Giant Entertainment; Bron Studios; Mandalay Pictures; Phantom Four; Novofam Productions; Follow Through Productions; Infinity Entertainment; Oster Media; Point Made Films; Juniper Productions; Argent Pictures; Hit 55 Ventures; Creative Wealth Media Finance; TSG Entertainment,en,8500000.0,15861566.0
The Bird with the Crystal Plumage,Unknown,True,20345.0,The Bird with the Crystal Plumage,1970-02-27,96.0,Horror; Mystery; Thriller,Dario Argento,Tony Musante; Suzy Kendall; Enrico Maria Salerno; Eva Renzi; Umberto Raho; Renato Romano; Giuseppe Castellano; Mario Adorf; Pino Patti; Gildo Di Marco,based on novel or book; psychopath; painting; murder; whodunit; maniac; knifing; killer; art gallery; voyeurism; stutterer; black gloves,Seda Spettacoli; CCC Filmkunst,it,500000.0,0.0
The Black Phone,Unknown,True,756999.0,The Black Phone,2022-06-17,103.0,Horror; Thriller,Scott Derrickson,Mason Thames; Ethan Hawke; Madeleine McGraw; Jeremy Davies; E. Roger Mitchell; Troy Rudeseal; James Ransone; Miguel Mora; Rebecca Clarke; J. Gaven Wilde,mask; small town; child abuse; dreams; sibling relationship; kidnapping; sadistic; 1970s; supernatural; cellar; affectation; colorado; bullying; basement; serial killer; based on short story; alcoholic father; child kidnapping; taunting; speculative; meditative; angry; zealous; unassuming; inspirational; understated; absurd; sentimental; whimsical; admiring; adoring; informative; matter of fact; straightforward; sympathetic; vibrant,Blumhouse Productions; Crooked Highway,en,16000000.0,161440742.0
The Black Dahlia,Unknown,True,9676.0,The Black Dahlia,2006-09-15,121.0,Crime; Thriller; Drama,Brian De Palma,Josh Hartnett; Scarlett Johansson; Aaron Eckhart; Hilary Swank; Mia Kirshner; Mike Starr; Fiona Shaw; Patrick Fischler; James Otis; John Kavanagh,"pornography; observer; los angeles, california; neo-noir; murder hunt",Linson Entertainment; Universal Pictures; Signature Pictures; Davis Films; Millennium Media; Equity Pictures Medienfonds III; Nu Image Entertainment,en,50000000.0,49111202.0
The Birth of a Nation,Unknown,True,618.0,The Birth of a Nation,1915-02-08,195.0,Drama; History; War,D.W. Griffith,Lillian Gish; Mae Marsh; Henry B. Walthall; Miriam Cooper; Mary Alden; Ralph Lewis; George Siegmann; Walter Long; Robert Harron; Wallace Reid,army; ku klux klan; southern usa; racist; silent film; american civil war; reconstruction era; controversial,Epoch Film Co.,en,100000.0,11000000.0
The Blind Side,Unknown,True,22881.0,The Blind Side,2009-11-20,129.0,Drama,John Lee Hancock,Sandra Bullock; Tim McGraw; Quinton Aaron; Jae Head; Lily Collins; Ray McKinnon; Kim Dickens; Adriane Lenox; Kathy Bates; Catherine Dyer,"sports; american football; adoption; private school; education; based on true story; memphis, tennessee; duringcreditsstinger; christian; high school american football",Alcon Entertainment; Netter Productions,en,29000000.0,309231694.0
The Black Cat,Unknown,True,24106.0,The Black Cat,1934-05-07,65.0,Horror,Edgar G. Ulmer,Boris Karloff; Bela Lugosi; David Manners; Julie Bishop; Egon Brecher; Harry Cording; Lucille Lund; Henry Armetta; Albert Conti; John Carradine,chess; prisoner of war; hungary; black and white; train; storm; psychiatrist; black cat; spiral staircase; high priest; newlywed; pre-code; based on short story; satanic ritual; satanic cult; psychotronic; preserved corpse; female corpse; devil worship; mystery writer; wife murderer; woman in peril; bus crash; europe honeymoon; flaying; glass display cases; gun turret; married to stepdaughter,Universal Pictures,en,95745.0,236000.0
The Bling Ring,Unknown,True,96936.0,The Bling Ring,2013-06-12,90.0,Drama; Crime,Sofia Coppola,Katie Chang; Emma Watson; Taissa Farmiga; Claire Julien; Israel Broussard; Leslie Mann; Georgia Rock; Carlos Miranda; Gavin Rossdale; Stacy Edwards,california; dark comedy; satire; female friendship; based on true story; celebrity; thief; social satire; fame; burglary; hollywood; peer pressure; woman director,American Zoetrope; NALA Films,en,15000000.0,19145732.0
The Blackcoat's Daughter,Unknown,True,334536.0,The Blackcoat's Daughter,2017-03-31,93.0,Horror; Mystery,Osgood Perkins,Emma Roberts; Kiernan Shipka; Lucy Boynton; James Remar; Lauren Holly; Peter J. Gray; Emma Holzer; Matthew Stefiuk; Greg Ellwand; Elana Krausz,winter; boarding school; exorcism; possession; murder; loneliness; decapitation; priest; new york state; boiler room; furnace; phone call; good samaritan; demonic; girls' school,Zed Filmworks; Unbroken Pictures; Go Insane Films; Traveling Picture Show Company; 120dB Films; Highland Film Group; Paris Film,en,0.0,143545.0
The Bitter Tears of Petra von Kant,Unknown,True,10310.0,The Bitter Tears of Petra von Kant,1972-10-05,124.0,Drama; Romance,Rainer Werner Fassbinder,Margit Carstensen; Hanna Schygulla; Katrin Schaake; Eva Mattes; Gisela Fackeldey; Irm Hermann,australia; success; bremen; based on play or musical; fashion designer; egoism; lesbian relationship; secretary; fashion; lgbt; single location,Tango Film; Filmverlag der Autoren,de,0.0,0.0
